title;summary;url
Править код;"Код — взаимно однозначное отображение конечного упорядоченного множества символов, принадлежащих некоторому конечному алфавиту, на иное, не обязательно упорядоченное, как правило более обширное множество символов для кодирования передачи, хранения или преобразования информации.
Например, код Морзе, в котором любая буква/символ кодируются последовательностями точек и тире. Иной пример — кодирование букв, чисел и символов последовательностями логических нулей и единиц в компьютерах. Последовательность элементарных закодированных символов принято называть кодовым сообщением или кодовой посылкой. Иногда последовательность закодированных символов известной длины называют кодовым словом, или кодовым кадром.

";https://ru.wikipedia.org/w/index.php?title=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83&action=edit
История;"Исто́рия (др.-греч. ἱστορία) — процесс развития общества,  также наука, исследующая прошлое, реальные факты и закономерности смены исторических событий, эволюцию общества и отношений внутри него, обусловленных человеческой деятельностью на протяжении многих поколений. В наши дни появилось новое определение истории как науки «о прошлой социальной реальности».
В более узком смысле история — наука, изучающая всевозможные источники о прошлом для того, чтобы установить последовательность событий, объективность описанных фактов и сделать выводы о причинах событий.";https://ru.wikipedia.org/w/index.php?title=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83&action=history
Рубрикация;"Рубрика́ция — система взаимосвязанных и соподчинённых заголовков издания, выражающих взаимосвязь и соподчинённость возглавляемых ими рубрик (подразделов произведения, издания). Это такая система заголовков, в которой заголовки разной значимости занимают разные ступени (от высшей через промежуточные к низшей), а заголовки одной значимости стоят на одной ступени.
Заголовок, лид и концовка — важнейшие структурные элементы журналистского текста.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9F%D0%BE%D0%B8%D1%81%D0%BA_%D0%BF%D0%BE_%D0%BA%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F%D0%BC
Указатель А — Я;"Черепно́й указа́тель — отношение максимальной ширины мозговой коробки (череп) к её максимальной длине (аналогом черепного указателя на живом человеке является головной указатель). 
Методы измерения черепного и головного указателей — краниометрия и кефалометрия.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%90%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D0%BD%D1%8B%D0%B9_%D1%83%D0%BA%D0%B0%D0%B7%D0%B0%D1%82%D0%B5%D0%BB%D1%8C
Случайная страница;"Случайная величина (случайная переменная, случайное значение) — в теории вероятностей, величина, принимающая в зависимости от случая те или иные значения с определёнными вероятностями. Примером случайной величины может служить число, выпавшее на игральной кости или расстояние от точки падения снаряда до цели. Случайная величина является одним из основных понятий теории вероятностей. 
Более формально, случайной величиной называется функция 
  
    
      
        ξ
      
    
    {\displaystyle \xi }
  , определенная на пространстве элементарных исходов 
  
    
      
        Ω
      
    
    {\displaystyle \Omega }
  , и принимающая свои значения на множестве действительных чисел 
  
    
      
        
          R
        
      
    
    {\displaystyle \mathbb {R} }
   (в более общем случае на некотором множестве 
  
    
      
        X
      
    
    {\displaystyle X}
  ). Для строгости определения на функцию 
  
    
      
        ξ
      
    
    {\displaystyle \xi }
   нужно наложить некоторые технические ограничения, речь о которых пойдёт дальше. Во многих практических случаях можно рассматривать случайную величину как произвольную функцию из 
  
    
      
        Ω
      
    
    {\displaystyle \Omega }
   в 
  
    
      
        
          R
        
      
    
    {\displaystyle \mathbb {R} }
  .
Важными характеристиками случайных величин являются математическое ожидание и дисперсия.
Примером объектов, для представления состояния которых требуется применение случайных величин являются микроскопические объекты, описываемые квантовой механикой. Случайными величинами описываются события передачи наследственных признаков от родительских организмов к их потомкам (см. Законы Менделя). К случайным относятся события радиоактивного распада ядер атомов.";https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F:%D0%A1%D0%BB%D1%83%D1%87%D0%B0%D0%B9%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0
Сообщить об ошибке;"Свободное программное обеспе́чение (СПО, англ. free software, также software libre или libre software), свободный софт — программное обеспечение, пользователи которого имеют права («свободы») на его неограниченную установку, запуск, свободное использование, изучение, распространение и изменение (совершенствование), а также распространение копий и результатов изменения. Если на программное обеспечение есть исключительные права, то свободы объявляются при помощи свободных лицензий.
Как и бесплатное (freeware) и бесплатно распространяемое программное обеспечение, СПО можно использовать и обычно получить бесплатно (но конкретный распространитель может взимать плату за получение у него копий, за каналы доставки, носители — компакт-диски или дополнительные сервисные услуги). Однако freeware обычно распространяется в исполнимом виде без исходных кодов и является проприетарным ПО, а чтобы ПО было свободным (free software), получателям должны быть доступны его исходные коды, из которых можно создавать исполняемые файлы, вместе с соответствующими лицензиями. Из-за того, что словом «продажа» называют и продажу оригинала, и распространение копий за деньги, и платное лицензирование (обычно на несвободных условиях), некоторые всё же считают свободное ПО подмножеством бесплатного.
Часто различают свободное и открытое ПО (open source) — хотя доступность исходного кода для СПО является обязательным, а многие открытые программы являются одновременно свободными. Выбор названия часто связан с используемым языком и с целями свободности или открытости.
Движение СПО зародилось в 1983 году, когда Ричард Столлман сформировал идею о необходимости свободы использования программного обеспечения (англ. software freedom) пользователями. В 1985 году Столлман основал Фонд свободного программного обеспечения, чтобы обеспечить организационную структуру для продвижения своей идеи.
Бизнес-модели СПО, как правило, основаны на принципе расширения возможностей — например, новые объекты применения, обучение, интеграция, настройка или сертификация. В то же время, некоторые бизнес-модели, которые работают с проприетарным программным обеспечением, не совместимы со свободным программным обеспечением, особенно те, которые заставляют пользователей платить за лицензию, чтобы законно использовать программный продукт.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A1%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BE%D0%B1_%D0%BE%D1%88%D0%B8%D0%B1%D0%BA%D0%B0%D1%85
Сообщество;"Соóбщество людей (от «совместное общество») — группа людей, имеющих общие интересы. Сообщество — это социальная единица (группа живых существ), в которой они объединены по признаку норм, религии, ценностей, рода занятий, обычаев, этнической принадлежности, политических взглядов, увлечения, идентичности. Этот термин относится как к социальным связям между людьми, так и к природным образованиям. Человеческие сообщества могут формироваться по принципу места, расположенного в данном географическом районе (например, в стране, деревне, городе или соседстве) или в виртуальном пространстве через коммуникационные платформы (различные интернет-сообщества по интересам: тематические веб-форумы, блоги, группы). 
Прочные отношения, выходящие за рамки непосредственных генеалогических связей, также определяют чувство общности, важное для их идентичности, практики и ролей в социальных институтах, таких как семья, дом, работа, правительство, общество или человечество в целом. Хотя сообщества обычно невелики по сравнению с личными социальными связями, «сообщество» может также относиться к большим группам, таким как национальные сообщества, международные сообщества и виртуальные сообщества.Декан факультета журналистики Кубанского государственного университета, доктор исторических наук, доктор социологических наук, профессор В. В. Касьянов определяет сообщество как социальные отношения нескольких людей, у которых есть чувство солидарности между собой и которые имеют общее понимание, что, с точки зрения Касьянова, является крайне важным для единства группы. Сообщества бывают очень разнообразными, но, в подавляющем большинстве случаев, члены сообщества чувствуют взаимную ответственность по отношению друг к другу. В сообществе у индивидуумов имеются общие нормы и ценности, а также одинаковые формы идентификации и дифференциации.";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A1%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE
Новые страницы;"Ви́ки (англ. wiki) — веб-сайт, содержимое которого пользователи могут самостоятельно изменять с помощью инструментов, предоставляемых самим сайтом. Форматирование текста и вставка различных объектов в текст производится с использованием вики-разметки. В частности, на базе этих принципов построена Википедия и другие проекты Фонда Викимедиа.

";https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F:%D0%9D%D0%BE%D0%B2%D1%8B%D0%B5_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D1%8B
Справка;"Спра́вка, Вы́правка (старинное слово) — документ, который содержит описание и подтверждение юридических и биографических фактов.
Справки делятся на две группы:

личностные — подтверждают биографические или юридические факты конкретного лица;
служебные — содержат информацию про факты и события служебного характера.

";https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D0%B0
Пожертвовать;"Присцилла Чан (род. 24 февраля 1985) — американский филантроп и педиатр. Жена Марка Цукерберга — соучредителя и генерального директора Facebook. По состоянию на 2015 она и её муж обещали передать больше чем $1,6 миллиарда на благотворительные цели. В декабре 2015 они обязались пожертвовать в течение своей жизни 99 % своих акций Facebook, оценённых в $45 миллиардов, компании Инициатива Чан — Цукерберга, деятельность которой направлена на финансирование общественно важных проектов.

";https://ru.wikipedia.org//donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_ru.wikipedia.org&uselang=ru
Связанные правки;Социа́льная сеть (сокр. соцсеть) — онлайн-платформа, которая используется для общения, знакомств, создания социальных отношений между людьми, которые имеют схожие интересы или офлайн-связи, а также для развлечения (музыка, фильмы) и работы.;https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F:%D0%A1%D0%B2%D1%8F%D0%B7%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D0%B8/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83
Постоянная ссылка;"Постоянная ссылка (англ. permalink) используется для ссылки на конкретное сообщение в блоге или на форуме, на анкету пользователя в социальной сети. Обычная ссылка иногда содержит много служебной информации (номер сессии, текущий раздел сайта и т. п.).
Постоянная ссылка более лаконична, удобна для восприятия и содержит только информацию для перехода к нужной странице.
Пример: http://ru.wikipedia.org/w/index.php?title=Постоянная_ссылка&oldid=16174923 — постоянная ссылка на первую версию этой статьи.";https://ru.wikipedia.org/w/index.php?title=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83&oldid=87357982
Элемент Викиданных;"«Викида́нные» (англ. Wikidata) — совместно редактируемая база знаний, созданная Фондом Викимедиа. Используется для обеспечения централизованного хранения данных, которые могут содержаться в статьях Википедии — например, интервики-ссылок, значков статусных статей и списков или статистической информации: дат рождения, численности населения и т. п. Содержимое Викиданных распространяется по лицензии Creative Commons CC0.
Проект официально запущен 30 октября 2012 года, разработка проекта ведётся под руководством Wikimedia Deutschland. «Викиданные» стали первым новым проектом Фонда Викимедиа с 2006 года. Создание проекта было осуществлено за счёт пожертвований Allen Institute for Artificial Intelligence, Gordon and Betty Moore Foundation и Google на общую сумму 1,3 миллиона евро.";https://ru.wikipedia.orghttps://www.wikidata.org/wiki/Special:EntityPage/Q7255396
Создать книгу;«Хроники Дюны» — цикл научно-фантастических романов американского писателя Фрэнка Герберта, ставший частью обширной франшизы.;https://ru.wikipedia.org/w/index.php?title=%D0%A1%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F:%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3&bookcmd=book_creator&referer=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F%3A%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B+%D0%BF%D0%BE+%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83
Скачать как PDF;PDF24 Creator — бесплатное прикладное программное обеспечение, для просмотра электронных документов в стандарте PDF, для операционных систем Windows. С помощью программы можно проводить различные операции со страницами PDF документа (удаление, вставка, копирование, перемещение), а также сохранять документ в различных форматах графических файлов и спецификациях PDF.;https://ru.wikipedia.org/w/index.php?title=%D0%A1%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F:DownloadAsPdf&page=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F%3A%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83&action=show-download-screen
Версия для печати;Ма́гний — элемент 2 группы (по старой классификации — главной группы и подгруппы второй группы), третьего периода периодической системы химических элементов Д. И. Менделеева, с атомным номером 12. Обозначается символом Mg (лат. Magnesium). Простое вещество магний — лёгкий, ковкий металл серебристо-белого цвета.;https://ru.wikipedia.org/w/index.php?title=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B_%D0%BF%D0%BE_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D1%83&printable=yes
Azərbaycanca;Британская радиовещательная корпорация (англ. British Broadcasting Corporation, BBC, Би-би-си) — британская вещательная организация в форме статутной корпорации.;https://ru.wikipedia.orghttps://az.wikipedia.org/wiki/Kateqoriya:%C6%8Flifba_s%C4%B1ras%C4%B1na_g%C3%B6r%C9%99_%C5%9F%C9%99lal%C9%99l%C9%99r
Башҡортса;Башкирский язык (башҡорт теле  [bɑʃ'qort tɘˈlɘ]) — один из тюркских языков кыпчакской группы, поволжско-кыпчакской подгруппы. Национальный язык башкир, государственный язык Республики Башкортостан. Выделяются три диалекта: южный, восточный и северо-западный.;https://ru.wikipedia.orghttps://ba.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%90%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82_%D0%B1%D1%83%D0%B9%D1%8B%D0%BD%D1%81%D0%B0_%D1%88%D0%B0%D1%80%D0%BB%D0%B0%D1%83%D1%8B%D2%A1%D1%82%D0%B0%D1%80
Հայերեն;"Армя́нский язы́к (հայերէն, հայերեն, [hɑjɛˈɾɛn]) — язык армян, относящийся к индоевропейской семье языков и выделяемый в ней в особую ветвь.
Государственный язык Армении и непризнанного государства НКР. Общее число говорящих по всему миру — около 5,9—6,7 млн. человек. Согласно исследованиям Массачусетского технологического института, армянский язык — один из 50 наиболее влиятельных языков мира.
Выдвигаются гипотезы, что наибольшее родство армянский проявляет с греческим языком. Вместе с рядом вымерших ныне языков (фригийским, фракийскими, дакийским, иллирийским и пеонийским) он объединяется в палеобалканскую языковую ветвь. Ряд исследователей полагают, что гипотеза о близком родстве греческого и фригийского с армянским не находит подтверждения в языковом материале. При этом указывается, что фригийский наиболее близок к древнегреческому и древнемакедонскому языкам, так как с древнегреческим фригийский объединяет больше черт, чем с другими индоевропейскими языками. Глоттохронологические исследования, проведенные К. Аткинсоном, не подтверждают существования греко-армянской общности. Новые компаративистские исследования демонстрируют, что армянский язык обнаруживает наибольшую близость с индоиранскими языками и балтославянскими, а сходства в развитии армянского с греческим и фригийским носят случайный и независимый друг от друга характер. Современный крупный арменовед Кембриджского университета Джеймс Клаксон, являющийся переводчиком с древнеармянского и древнегреческого языков, отвергает близкое генетическое родство греческого и армянского языков.
В соответствии с современными глоттохронологическими исследованиями, проведёнными Греем и Аткинсоном, протоармянский язык возникает на территории Анатолии и сопредельных районов и существует с 7300 года до н. э.. По мнению историка И. М. Дьяконова, армянский как самостоятельный язык существует с VI века до н. э., лингвист Вячеслав Иванов отмечает полную ошибочность всех построений И. М. Дьяконова относительно вопросов этногенеза армян.
Современные генетические исследования демонстрируют, что этногенез армян завершился задолго до 1200 г. до н. э., когда произошло падение цивилизаций бронзового века в Восточном Средиземноморье, а именно в период между 2000 и 3000 гг. до н. э. во время одомашнивания лошади, появления колесниц и роста развитых цивилизаций на Ближнем Востоке. При этом происхождение армян с Балканского полуострова решительно отвергается последними (2020 г.) междисциплинарными исследованиями.
Новейшие генетические исследования западных ученых подтверждают выводы Вяч. Вс. Иванова о южнокавказской прародине «древнейших протоиндоевропейцев».
Среди индоевропейских языков является одним из древнеписьменных. Современный армянский алфавит создан Месропом Маштоцем в 405 году н. э. В настоящее время язык представлен западноармянским и восточноармянским вариантами.
В течение своей долгой истории, выделяемый в особую ветвь индоевропейских языков, армянский язык в дальнейшем соприкасался с разными индоевропейскими и неиндоевропейскими языками — как живыми, так и ныне мёртвыми — переняв у них и донеся до наших дней многое из того, чего не могли сохранить прямые письменные свидетельства. С армянским языком в разное время соприкасались хеттский и иероглифический лувийский, хурритский, урартский, аккадский язык, арамейский, сирийский, арабский, парфянский язык, персидский, грузинский, греческий и латинский языки. Эти данные особенно важны для урартологов, иранистов, картвелистов, которые черпают многие факты истории изучаемых ими языков из армянского.";https://ru.wikipedia.orghttps://hy.wikipedia.org/wiki/%D4%BF%D5%A1%D5%BF%D5%A5%D5%A3%D5%B8%D6%80%D5%AB%D5%A1:%D5%8B%D6%80%D5%BE%D5%A5%D5%AA%D5%B6%D5%A5%D6%80_%D5%A1%D5%B5%D5%A2%D5%A2%D5%A5%D5%B6%D5%A1%D5%AF%D5%A1%D5%B6_%D5%AF%D5%A1%D6%80%D5%A3%D5%B8%D5%BE
Қазақша;"Каза́хский язы́к (қазақ тілі, қазақша, qazaq tılı, qazaqşa قازاق ٴتىلى، قازاقشا) — язык казахов, один из тюркских языков. Государственный язык Республики Казахстан.  Распространён также среди этнических казахов в России, Узбекистане, Туркменистане и Монголии и т.д. Наиболее близкие языки — каракалпакский, ногайский и карагашский, вместе с которыми образует кыпчакско-ногайскую подгруппу в рамках кыпчакской языковой группы.
Формировался на протяжении XIV—XVII веков как язык родственных тюркских племён, кочевавших на территории современного Казахстана в эпоху распада Золотой Орды. Окончательно отделился от других языков кыпчакско-ногайской подгруппы в середине XVII века.
К отличительным особенностям казахского языка внутри кыпчакско-ногайской ветви относятся замена фонем «ч» и «ш» в общетюркских словах на «ш» и «с», чередование фонем «м-б-п» и «н-д-т» в зависимости от их положения в слове, а также более частые, в сравнении с другими языками подгруппы, заимствования из персидского и арабского языков.";https://ru.wikipedia.orghttps://kk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D0%B0%D1%82:%D0%90%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82_%D0%B1%D0%BE%D0%B9%D1%8B%D0%BD%D1%88%D0%B0_%D1%81%D0%B0%D1%80%D2%9B%D1%8B%D1%80%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80
Олык марий;"Мари́йский язы́к — один из финно-угорских языков. Распространён среди марийцев — главным образом, в Республике Марий Эл и Башкортостане. Старое название — «черемисский язык».
Принадлежит к финно-пермской группе этих языков (наряду с прибалтийско-финскими, саамскими, мордовскими, удмуртским и коми языками). Помимо Марий Эл, распространён также в бассейне реки Вятки и восточнее, до Урала.";https://ru.wikipedia.orghttps://mhr.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D0%B9:%D0%A2%D0%B8%D1%88%D1%82%D0%B5%D1%80_%D0%BF%D0%BE%D1%87%D0%B5%D1%88_%D0%B2%D3%B1%D0%B4%D1%88%D1%83%D2%A5%D0%B3%D0%B0%D0%BB%D1%82%D1%8B%D1%88-%D0%B2%D0%BB%D0%B0%D0%BA
Ирон;"Иро́ния (от др.-греч. εἰρωνεία «притворство») — сатирический приём, в котором истинный смысл скрыт или противоречит (противопоставляется) явному смыслу; вид тропа: выражающее насмешку лукавое иносказание, когда в контексте речи слова употребляются в смысле, противоположном их буквальному значению. При этом обозначаемый с помощью иронии объект высмеивается, ставится под сомнение, сатирически разоблачается и отрицается под маской похвалы и одобрения: «Гвоздин, хозяин превосходный, Владелец нищих мужиков» («Евгений Онегин», 6, XXVI); «Мадмуазель Собак слыла культурной девушкой — в её словаре было около ста восьмидесяти слов. При этом ей было известно одно такое слово, которое Эллочке даже не могло присниться. Это было богатое слово — гомосексуализм. Фима Собак, несомненно, была культурной девушкой» («Двенадцать стульев», Ч. 2, гл. ХХIV).";https://ru.wikipedia.orghttps://os.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8:%C3%86%D1%85%D1%81%C3%A6%D1%80%D0%B4%D0%B7%C3%A6%D0%BD%D1%82%C3%A6_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D0%B8%D1%82%D0%BC%C3%A6_%D0%B3%C3%A6%D1%81%D0%B3%C3%A6
Тоҷикӣ;"Тофик, Тауфик (араб. توفيق‎ — «Удача», «Умиротворение») — арабское имя, происходит от глагола «w-f-q» — «соответствовать». Имя является однокоренным с таким словом, как «иттифак» (единодушие; Иттифак аль-Муслимин — «Союз мусульман тофик (1852—1892) — хедив Египта в 1879—1892 гг.";https://ru.wikipedia.orghttps://tg.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D3%AF%D2%B3:%D0%A8%D0%B0%D1%80%D1%88%D0%B0%D1%80%D0%B0%D2%B3%D0%BE_%D0%B0%D0%B7_%D1%80%D3%AF%D0%B8_%D0%B0%D0%BB%D0%B8%D1%84%D0%B1%D0%BE
Українська;"Украи́нский язы́к (українська мова) — один из славянских языков, национальный язык украинцев. Близок белорусскому и русскому, с которыми объединяется в восточнославянскую группу языков. Распространён главным образом на территории Украины, а также в России, Белоруссии, Казахстане, Польше, Словакии, Румынии, Молдавии, Венгрии, Сербии и среди потомков эмигрантов в Канаде, США, Аргентине, Австралии и в других странах. Является государственным языком Украины. В ряде государств Центральной и Восточной Европы, в которых украинцы, как правило, расселены компактно (Польша, Словакия, Сербия, Румыния, Хорватия и Босния и Герцеговина), украинский имеет статус языка национального меньшинства или регионального языка.
Общее число говорящих в мире на украинском языке, по разным оценкам, составляет от 36 до 45 млн человек, из них на Украине родным украинский является для 31 971 тыс. украинцев (85,2 %) и 328 тыс. русских (2001).
К основным фонетическим особенностям украинского языка относят развитие на месте *ě и этимологических *о, *е гласной і, вызвавшее чередования /о/, /е/ с /і/; отвердение согласных перед е; наличие фрикативного согласного /ɦ/.
Из присущих украинскому черт морфологии отмечаются такие, как распространение звательного падежа; наличие в формах дательного и местного падежей существительных мужского рода окончаний -ові, -еві; распространение стяжённых форм прилагательных; образование форм будущего времени глаголов несовершенного вида синтетическим способом.
В области синтаксиса распространены безличные предложения с неизменяемой глагольной формой на -но, -то и т. д.
Основой словарного состава украинского языка является праславянский лексический фонд, слова древнерусского, а также собственно украинского происхождения: гарний «красивый», «хороший»; мрія «мечта»; щоденний «ежедневный», діяти «действовать» и многие другие.
Диалекты украинского языка традиционно группируют в три наречия: юго-западное (включающее волынско-подольские, галицко-буковинские и карпатские говоры), северное и ставшее основой современного литературного языка юго-восточное наречие.
Как и все восточнославянские языки, украинский сформировался на основе диалектов древнерусского языка. В истории литературного языка выделяют два основных периода: староукраинский язык (XIV — середина XVIII века) и современный украинский язык (с конца XVIII века). Основоположником литературного языка считается И. П. Котляревский, в формировании норм литературного языка значительную роль сыграло творчество Т. Г. Шевченко.
В основе письменности лежит кириллица (украинский алфавит). Древнейшие памятники: украинские грамоты и юридические акты XIV—XV веков, Пересопницкое Евангелие (1556—1561); «Ключ царства небесного» М. Смотрицкого (1587), «Еван­ге­лие Не­га­лев­ско­го» (1581), «Кре­хов­ский апо­стол» (1563–72), «Извещение краткое о латинских прелестих» И. Вишенского (1588), «Зерцало богословии» К. Ставровецкого (1618) и другие.";https://ru.wikipedia.orghttps://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D1%96%D1%8F:%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4%D0%B8_%D0%B7%D0%B0_%D0%B0%D0%BB%D1%84%D0%B0%D0%B2%D1%96%D1%82%D0%BE%D0%BC
Vepsän kel’;"Ве́псский язы́к (самоназвание — vepsän kel') — язык вепсов, входящий в северную подветвь прибалтийско-финских языков финно-угорской ветви уральской языковой семьи; ближайшими его родственниками являются такие языки, как карельский, финский, эстонский, ижорский и водский.
На вепсском языке говорят в основном в Республике Карелия, Ленинградской и Вологодской областях Российской Федерации.
Долгое время был бесписьменным языком. Письменность была возрождена только в начале 1990-х годов. В настоящее время в Петрозаводске выходит ежемесячная газета на вепсском языке «Kodima» («Родина»).
Вепсский язык находится под угрозой исчезновения, так как большинство носителей языка — представители старшего поколения; дети же языком почти не владеют. Все вепсы в России владеют русским языком как родным. Вепсский язык включён в Красную книгу языков народов России и считается языком с прерванной письменной традицией.
Грамматически вепсский язык относится к агглютинативным языкам с очень развитой падежной системой; в нём выделяется от 10 до 24 падежей. Глагол изменяется по лицам и числам и имеет четыре глагольных времени — настояще-будущее, имперфект, перфект и плюсквамперфект, а также четыре наклонения. Вепсский язык может быть намного более заметно, чем родственные ему языки, насыщен так называемым «историческим наследием» — например, сокращениями основы в середине слов.
По одной из гипотез, вепсский язык является очень молодым, отпочковавшимся от карельского в начале XVII века нашей эры, но в нём присутствует очень древний субстрат.";https://ru.wikipedia.orghttps://vep.wikipedia.org/wiki/Kategorii:Vezilanktendad_kirjami%C5%A1ton_m%C3%B6dhe
